@relation  letter
@attribute X-box numeric
@attribute Y-box numeric
@attribute Width numeric
@attribute High numeric
@attribute Onpix numeric
@attribute X-bar numeric
@attribute Y-bar numeric
@attribute X2bar numeric
@attribute Y2bar numeric
@attribute Xybar numeric
@attribute X2ybr numeric
@attribute Xy2br numeric
@attribute X-ege numeric
@attribute Xegvy numeric
@attribute Y-ege numeric
@attribute Yegvx numeric
@attribute Class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}


@data
1, 0, 2, 1, 1, 8, 7, 4, 7, 5, 6, 7, 0, 8, 7, 8, S
4, 8, 5, 6, 6, 9, 9, 5, 4, 8, 4, 6, 4, 9, 9, 7, S
3, 6, 4, 4, 2, 8, 7, 5, 8, 5, 6, 8, 0, 8, 9, 8, S
8, 13, 8, 7, 4, 8, 6, 4, 3, 13, 8, 9, 3, 10, 3, 9, S
7, 13, 5, 7, 3, 8, 2, 1, 5, 7, 2, 7, 3, 7, 4, 10, S
1, 3, 3, 2, 1, 8, 7, 3, 6, 10, 6, 7, 1, 8, 5, 8, S
6, 10, 8, 7, 5, 8, 8, 3, 7, 10, 5, 7, 2, 8, 5, 8, S
4, 7, 5, 5, 3, 9, 7, 5, 9, 11, 3, 7, 2, 6, 5, 11, S
5, 11, 7, 9, 5, 8, 7, 3, 6, 10, 7, 8, 2, 8, 5, 8, S
5, 12, 5, 6, 3, 8, 6, 4, 5, 13, 6, 8, 2, 9, 3, 7, S
4, 8, 5, 6, 4, 6, 8, 3, 6, 10, 7, 8, 2, 8, 5, 6, S
3, 9, 4, 7, 4, 7, 7, 5, 7, 5, 6, 8, 1, 8, 9, 7, S
5, 8, 6, 6, 3, 7, 7, 4, 8, 11, 5, 8, 2, 8, 5, 8, S
3, 7, 4, 5, 3, 8, 8, 7, 5, 7, 5, 6, 2, 8, 8, 8, S
4, 7, 5, 5, 6, 9, 4, 5, 3, 8, 6, 9, 3, 8, 10, 11, S
5, 6, 7, 6, 7, 8, 8, 4, 5, 7, 7, 8, 4, 10, 9, 10, S
3, 4, 4, 6, 2, 9, 9, 6, 10, 5, 5, 5, 0, 7, 9, 7, S
3, 7, 5, 5, 6, 6, 6, 3, 1, 7, 5, 6, 2, 8, 10, 3, S
9, 15, 7, 8, 4, 7, 5, 5, 6, 8, 2, 8, 4, 6, 6, 8, S
2, 4, 2, 2, 1, 8, 8, 6, 5, 7, 5, 7, 2, 8, 8, 8, S
3, 9, 4, 7, 4, 8, 8, 5, 7, 5, 5, 6, 0, 8, 8, 8, S
3, 8, 4, 6, 3, 8, 6, 8, 6, 7, 8, 9, 2, 10, 9, 8, S
2, 3, 4, 2, 1, 8, 7, 2, 6, 10, 6, 8, 1, 9, 5, 8, S
4, 7, 5, 5, 2, 8, 7, 4, 8, 11, 6, 7, 2, 8, 5, 8, S
2, 7, 3, 5, 3, 8, 7, 7, 5, 7, 6, 8, 2, 8, 8, 8, S
6, 9, 5, 5, 2, 8, 3, 4, 4, 7, 2, 7, 3, 6, 5, 8, S
3, 5, 3, 4, 2, 8, 7, 7, 5, 8, 5, 7, 2, 9, 9, 8, S
5, 8, 7, 6, 4, 6, 8, 3, 7, 10, 6, 7, 3, 7, 5, 6, S
4, 7, 5, 5, 3, 8, 7, 3, 6, 9, 6, 7, 2, 8, 5, 8, S
4, 11, 5, 8, 5, 7, 7, 6, 8, 5, 6, 11, 1, 11, 10, 9, S
3, 1, 3, 3, 2, 8, 7, 7, 5, 7, 6, 8, 2, 10, 9, 8, S
2, 5, 4, 3, 2, 8, 7, 3, 7, 11, 5, 7, 1, 9, 4, 8, S
5, 8, 6, 6, 4, 8, 8, 4, 7, 10, 3, 7, 2, 6, 5, 9, S
7, 15, 5, 8, 3, 10, 2, 2, 5, 10, 1, 9, 3, 7, 4, 9, S
4, 10, 5, 8, 5, 7, 7, 7, 5, 7, 7, 9, 2, 8, 8, 7, S
3, 7, 4, 5, 2, 7, 5, 6, 9, 4, 6, 9, 0, 9, 9, 8, S
3, 5, 4, 3, 2, 8, 8, 2, 7, 10, 5, 6, 1, 9, 5, 8, S
6, 10, 7, 8, 4, 8, 7, 5, 9, 11, 4, 7, 2, 7, 5, 9, S
6, 12, 6, 6, 3, 8, 7, 4, 3, 13, 8, 8, 3, 10, 3, 8, S
6, 11, 9, 8, 12, 7, 5, 3, 3, 8, 5, 8, 4, 8, 15, 8, S
2, 7, 3, 5, 2, 8, 7, 7, 7, 7, 7, 8, 2, 9, 9, 8, S
2, 1, 3, 2, 2, 8, 7, 6, 4, 7, 7, 8, 2, 9, 9, 8, S
4, 7, 6, 5, 3, 8, 8, 3, 7, 10, 5, 6, 2, 8, 5, 8, S
2, 3, 3, 1, 1, 8, 8, 2, 7, 10, 6, 7, 1, 9, 4, 8, S
3, 4, 4, 2, 2, 7, 8, 2, 7, 10, 7, 7, 1, 8, 5, 6, S
4, 8, 5, 6, 3, 8, 7, 3, 7, 10, 4, 7, 2, 8, 5, 9, S
6, 11, 6, 6, 3, 6, 8, 5, 3, 13, 9, 8, 3, 10, 3, 8, S
4, 11, 5, 8, 4, 7, 7, 8, 7, 8, 5, 7, 2, 7, 9, 8, S
4, 6, 4, 8, 3, 8, 8, 6, 9, 4, 5, 5, 0, 8, 9, 7, S
1, 0, 1, 0, 0, 8, 7, 3, 5, 5, 6, 7, 0, 8, 6, 8, S
5, 11, 6, 8, 4, 8, 7, 5, 9, 11, 3, 7, 2, 6, 5, 9, S
2, 4, 3, 2, 1, 8, 8, 2, 7, 10, 5, 7, 1, 8, 4, 8, S
3, 6, 4, 4, 3, 7, 6, 7, 5, 7, 7, 9, 2, 9, 8, 7, S
5, 8, 6, 6, 4, 8, 8, 4, 8, 10, 4, 6, 2, 7, 5, 8, S
4, 9, 6, 7, 7, 8, 6, 5, 4, 8, 6, 9, 5, 7, 13, 9, S
4, 4, 5, 6, 3, 8, 8, 6, 9, 5, 6, 7, 0, 8, 9, 8, S
5, 9, 5, 5, 2, 5, 9, 4, 4, 13, 9, 7, 2, 9, 3, 7, S
5, 11, 6, 9, 6, 8, 7, 8, 5, 7, 6, 7, 2, 8, 9, 8, S
4, 7, 4, 5, 2, 7, 6, 6, 9, 6, 7, 11, 0, 9, 9, 8, S
4, 9, 4, 4, 2, 7, 4, 2, 4, 7, 2, 7, 2, 7, 5, 8, S
3, 2, 3, 3, 2, 8, 8, 7, 5, 8, 5, 7, 2, 8, 8, 8, S
2, 3, 4, 2, 2, 6, 8, 2, 6, 10, 8, 8, 1, 8, 5, 6, S
0, 0, 1, 0, 0, 7, 13, 1, 4, 7, 10, 8, 0, 8, 0, 8, T
2, 1, 3, 2, 1, 8, 12, 3, 6, 7, 11, 8, 2, 11, 1, 8, T
5, 7, 5, 5, 2, 4, 12, 3, 7, 12, 10, 4, 1, 10, 1, 5, T
5, 10, 7, 7, 6, 6, 7, 7, 7, 7, 10, 9, 4, 6, 8, 7, T
2, 1, 3, 2, 1, 6, 12, 2, 7, 8, 11, 8, 1, 10, 1, 7, T
5, 6, 6, 5, 5, 6, 7, 3, 8, 7, 6, 10, 3, 6, 7, 6, T
2, 4, 3, 3, 2, 7, 12, 3, 6, 7, 11, 8, 2, 11, 1, 8, T
5, 7, 5, 5, 2, 5, 12, 2, 8, 12, 9, 4, 1, 10, 2, 4, T
2, 7, 3, 4, 1, 7, 14, 0, 6, 7, 11, 8, 0, 8, 0, 8, T
5, 10, 7, 8, 7, 7, 6, 7, 7, 6, 8, 9, 4, 9, 8, 6, T
2, 6, 3, 4, 2, 7, 12, 3, 7, 7, 11, 8, 1, 11, 1, 7, T
4, 11, 5, 8, 3, 7, 14, 0, 5, 7, 10, 8, 0, 8, 0, 8, T
3, 7, 5, 5, 3, 8, 12, 3, 7, 7, 11, 8, 2, 11, 1, 8, T
3, 10, 5, 7, 1, 7, 15, 0, 6, 7, 11, 8, 0, 8, 0, 8, T
3, 8, 4, 5, 1, 10, 15, 1, 6, 4, 11, 9, 0, 8, 0, 8, T
3, 5, 4, 4, 2, 6, 11, 2, 7, 11, 9, 5, 1, 11, 3, 4, T
6, 8, 6, 6, 4, 5, 11, 3, 7, 11, 9, 5, 2, 12, 2, 4, T
2, 6, 3, 4, 1, 7, 13, 0, 5, 7, 10, 8, 0, 8, 0, 8, T
2, 4, 3, 5, 1, 7, 14, 0, 6, 7, 11, 8, 0, 8, 0, 8, T
3, 2, 4, 4, 3, 7, 11, 3, 6, 7, 11, 8, 2, 11, 1, 8, T
3, 4, 4, 2, 1, 5, 11, 2, 7, 11, 9, 4, 1, 10, 2, 5, T
5, 10, 6, 8, 4, 6, 12, 2, 9, 8, 12, 8, 1, 11, 1, 7, T
4, 5, 6, 4, 5, 7, 9, 4, 8, 7, 7, 8, 3, 10, 7, 7, T
6, 9, 5, 4, 2, 5, 10, 2, 7, 13, 7, 5, 2, 8, 4, 4, T
3, 3, 3, 2, 1, 5, 11, 2, 6, 11, 9, 5, 1, 10, 2, 5, T
2, 3, 3, 2, 1, 5, 11, 3, 6, 11, 9, 5, 1, 11, 1, 5, T
6, 13, 5, 7, 3, 8, 7, 3, 7, 11, 5, 7, 2, 9, 5, 6, T
2, 6, 4, 4, 1, 9, 15, 1, 5, 5, 11, 9, 0, 8, 0, 8, T
3, 4, 4, 3, 1, 5, 13, 3, 6, 12, 9, 4, 1, 11, 1, 5, T
4, 5, 5, 3, 2, 6, 11, 2, 8, 11, 9, 5, 3, 9, 3, 4, T
4, 10, 5, 8, 5, 7, 11, 3, 7, 7, 11, 8, 2, 12, 1, 8, T
4, 10, 6, 7, 7, 7, 8, 5, 5, 6, 7, 9, 6, 8, 8, 6, T
4, 8, 4, 6, 3, 6, 12, 4, 6, 11, 9, 4, 2, 12, 2, 4, T
5, 7, 5, 5, 3, 7, 11, 4, 7, 11, 8, 4, 3, 12, 3, 5, T
6, 10, 5, 5, 2, 5, 9, 2, 7, 12, 7, 5, 2, 10, 4, 4, T
4, 10, 6, 8, 5, 10, 11, 2, 7, 5, 11, 7, 1, 11, 1, 8, T
4, 6, 4, 4, 2, 6, 12, 3, 6, 11, 9, 4, 2, 11, 2, 5, T
5, 8, 5, 6, 3, 4, 13, 5, 5, 12, 9, 4, 2, 12, 1, 5, T
8, 10, 8, 7, 6, 6, 11, 4, 6, 11, 9, 5, 3, 12, 2, 4, T
8, 15, 7, 9, 3, 6, 10, 3, 8, 13, 6, 6, 2, 8, 5, 4, T
3, 5, 4, 4, 2, 5, 12, 2, 7, 11, 9, 4, 1, 11, 2, 5, T
1, 0, 2, 0, 0, 7, 14, 2, 3, 7, 10, 8, 0, 8, 0, 8, T
6, 7, 6, 5, 4, 7, 10, 2, 7, 11, 9, 5, 3, 11, 4, 4, T
4, 7, 5, 5, 4, 7, 7, 7, 6, 6, 7, 9, 3, 10, 6, 7, T
3, 4, 4, 3, 1, 5, 12, 2, 7, 11, 9, 5, 0, 10, 1, 5, T
5, 7, 6, 5, 4, 5, 12, 4, 5, 12, 9, 4, 2, 12, 1, 5, T
4, 8, 5, 6, 3, 7, 12, 3, 7, 7, 11, 8, 2, 12, 1, 7, T
4, 6, 4, 4, 3, 6, 11, 3, 7, 11, 9, 4, 2, 12, 3, 5, T
2, 3, 3, 1, 1, 7, 11, 2, 6, 7, 11, 8, 1, 10, 1, 7, T
4, 10, 6, 8, 8, 7, 7, 4, 6, 7, 7, 9, 5, 9, 5, 7, T
2, 6, 4, 4, 1, 8, 15, 1, 5, 6, 11, 8, 0, 8, 0, 8, T
1, 6, 2, 4, 1, 7, 13, 0, 5, 7, 10, 8, 0, 8, 0, 8, T
3, 9, 4, 7, 4, 7, 11, 3, 6, 7, 11, 9, 2, 12, 1, 8, T
3, 1, 4, 3, 2, 7, 12, 4, 6, 7, 11, 8, 2, 11, 1, 8, T
3, 7, 4, 5, 3, 7, 11, 1, 8, 7, 11, 8, 0, 10, 1, 8, T
3, 10, 4, 7, 1, 7, 14, 0, 6, 7, 11, 8, 0, 8, 0, 8, T
8, 14, 7, 8, 4, 5, 11, 2, 7, 12, 8, 6, 3, 8, 5, 3, T
3, 9, 5, 6, 1, 7, 15, 1, 6, 7, 11, 8, 0, 8, 0, 8, T
6, 8, 6, 6, 3, 5, 12, 2, 8, 12, 9, 4, 1, 11, 2, 4, T
5, 8, 6, 6, 7, 5, 7, 3, 6, 7, 6, 9, 5, 8, 5, 7, T
7, 11, 6, 6, 2, 5, 10, 3, 8, 13, 7, 5, 2, 9, 4, 3, T
6, 11, 6, 8, 5, 4, 12, 3, 6, 12, 10, 5, 2, 12, 2, 4, T
4, 7, 5, 5, 5, 6, 8, 3, 5, 7, 6, 9, 5, 9, 4, 8, T
2, 10, 4, 7, 1, 6, 14, 0, 6, 8, 11, 8, 0, 8, 0, 8, T
8, 11, 7, 6, 3, 5, 10, 3, 9, 13, 7, 5, 2, 9, 3, 4, T
4, 8, 5, 6, 4, 6, 11, 2, 7, 11, 9, 5, 2, 11, 3, 4, T
7, 9, 7, 7, 3, 5, 12, 3, 10, 12, 10, 3, 1, 11, 3, 4, T
2, 1, 2, 1, 0, 8, 15, 1, 4, 6, 10, 8, 0, 8, 0, 8, T
3, 11, 5, 8, 1, 9, 15, 0, 6, 6, 11, 8, 0, 8, 0, 8, T
3, 8, 4, 6, 2, 9, 14, 0, 5, 6, 10, 8, 0, 8, 0, 8, T
6, 10, 6, 7, 4, 6, 12, 4, 7, 11, 9, 4, 2, 13, 4, 4, T
5, 7, 6, 5, 4, 7, 9, 1, 9, 10, 9, 5, 0, 9, 3, 5, T
3, 5, 4, 6, 1, 5, 14, 1, 6, 9, 11, 7, 0, 8, 0, 8, T
5, 10, 6, 8, 5, 6, 10, 1, 8, 11, 9, 6, 1, 10, 3, 4, T
6, 9, 7, 8, 7, 5, 8, 4, 8, 8, 8, 9, 3, 9, 8, 7, T
1, 0, 1, 1, 0, 8, 13, 1, 5, 6, 10, 8, 0, 8, 0, 8, T
7, 9, 8, 8, 8, 6, 8, 3, 9, 8, 7, 9, 3, 8, 8, 6, T
7, 11, 7, 8, 5, 5, 10, 0, 8, 11, 9, 6, 1, 9, 3, 4, T
2, 5, 3, 3, 1, 8, 12, 2, 7, 6, 11, 7, 1, 11, 1, 7, T
1, 0, 2, 0, 0, 7, 15, 2, 4, 7, 10, 8, 0, 8, 0, 8, T
3, 7, 4, 5, 3, 8, 5, 12, 4, 7, 11, 8, 3, 9, 0, 8, U
4, 4, 5, 3, 2, 4, 8, 5, 7, 12, 10, 9, 3, 9, 2, 7, U
7, 9, 7, 7, 4, 4, 8, 6, 8, 10, 10, 9, 3, 9, 2, 5, U
5, 11, 7, 8, 5, 6, 9, 5, 7, 6, 9, 9, 3, 9, 1, 8, U
8, 11, 9, 8, 6, 4, 8, 6, 8, 9, 7, 9, 7, 9, 6, 1, U
4, 6, 5, 4, 4, 7, 7, 8, 6, 7, 6, 10, 3, 9, 5, 5, U
6, 10, 7, 7, 4, 3, 8, 5, 7, 10, 9, 9, 3, 9, 2, 6, U
4, 9, 4, 7, 2, 7, 5, 14, 5, 7, 14, 8, 3, 9, 0, 8, U
2, 0, 2, 1, 0, 8, 5, 11, 4, 7, 13, 8, 3, 10, 0, 8, U
6, 7, 6, 5, 3, 4, 8, 6, 8, 10, 10, 9, 3, 9, 2, 5, U
3, 6, 4, 4, 2, 7, 4, 14, 5, 7, 13, 8, 3, 9, 0, 8, U
3, 2, 4, 4, 2, 6, 8, 5, 7, 6, 9, 9, 3, 9, 1, 7, U
5, 8, 7, 6, 6, 8, 8, 8, 5, 6, 7, 9, 3, 8, 4, 6, U
2, 3, 3, 2, 1, 6, 8, 6, 6, 7, 9, 9, 3, 9, 0, 8, U
6, 10, 6, 5, 4, 8, 5, 5, 5, 6, 8, 7, 4, 9, 3, 7, U
6, 9, 6, 6, 3, 4, 9, 5, 7, 13, 11, 9, 3, 9, 1, 7, U
5, 8, 5, 6, 3, 3, 8, 4, 6, 10, 10, 9, 3, 9, 1, 7, U
3, 8, 4, 6, 2, 7, 5, 14, 5, 7, 13, 8, 3, 9, 0, 8, U
4, 7, 5, 5, 3, 7, 9, 6, 7, 5, 10, 9, 3, 9, 1, 8, U
4, 4, 5, 6, 2, 7, 3, 14, 6, 7, 13, 8, 3, 9, 0, 8, U
4, 8, 4, 6, 3, 7, 6, 12, 4, 7, 12, 8, 3, 9, 0, 8, U
3, 6, 4, 4, 1, 8, 4, 13, 5, 7, 13, 8, 3, 9, 0, 8, U
5, 10, 6, 8, 4, 6, 8, 6, 7, 6, 10, 9, 3, 9, 1, 7, U
5, 5, 6, 3, 2, 4, 8, 5, 8, 10, 10, 9, 3, 9, 2, 5, U
2, 0, 2, 1, 0, 7, 5, 10, 4, 7, 12, 8, 3, 10, 0, 8, U
3, 4, 4, 3, 2, 5, 8, 5, 7, 10, 9, 9, 3, 9, 2, 6, U
5, 5, 6, 8, 2, 8, 4, 15, 6, 7, 14, 8, 3, 9, 0, 8, U
6, 7, 7, 5, 4, 4, 8, 5, 7, 9, 8, 9, 3, 9, 3, 5, U
2, 1, 3, 2, 1, 6, 8, 6, 6, 6, 9, 9, 3, 9, 0, 8, U
3, 3, 3, 5, 2, 7, 6, 13, 5, 7, 14, 8, 3, 9, 0, 8, U
2, 0, 2, 0, 0, 7, 5, 10, 4, 7, 13, 8, 3, 10, 0, 8, U
8, 13, 8, 7, 5, 7, 6, 5, 5, 7, 8, 8, 5, 7, 3, 8, U
6, 10, 9, 7, 6, 6, 7, 7, 6, 6, 6, 12, 6, 8, 8, 2, U
4, 7, 4, 5, 3, 7, 5, 13, 5, 7, 11, 8, 3, 9, 0, 8, U
1, 0, 1, 0, 0, 7, 7, 10, 4, 7, 12, 8, 3, 10, 0, 8, U
7, 13, 7, 7, 3, 6, 5, 5, 6, 3, 9, 8, 5, 9, 2, 7, U
4, 8, 5, 6, 3, 4, 9, 5, 6, 9, 8, 9, 3, 9, 2, 6, U
3, 5, 5, 3, 2, 7, 9, 6, 7, 7, 10, 9, 3, 9, 1, 8, U
3, 5, 4, 4, 2, 7, 8, 5, 6, 5, 9, 9, 5, 10, 1, 7, U
8, 12, 7, 7, 3, 5, 4, 5, 5, 4, 7, 8, 6, 8, 2, 7, U
7, 11, 9, 8, 7, 6, 9, 4, 7, 5, 8, 10, 6, 10, 1, 8, U
4, 9, 6, 6, 9, 8, 7, 4, 3, 6, 7, 8, 7, 10, 5, 7, U
2, 3, 3, 2, 1, 5, 8, 4, 7, 10, 8, 8, 3, 9, 2, 6, U
5, 6, 6, 4, 2, 4, 8, 5, 8, 11, 11, 9, 3, 9, 1, 6, U
8, 15, 7, 9, 4, 4, 4, 5, 5, 4, 7, 8, 5, 9, 2, 8, U
3, 3, 3, 1, 1, 5, 8, 5, 7, 10, 9, 8, 3, 10, 2, 6, U
3, 1, 4, 3, 2, 6, 9, 5, 7, 7, 10, 9, 3, 9, 1, 8, U
5, 11, 6, 8, 5, 7, 5, 13, 5, 7, 12, 8, 3, 9, 0, 8, U
3, 6, 4, 6, 4, 8, 7, 4, 3, 6, 6, 8, 4, 8, 1, 7, U
5, 9, 8, 7, 10, 8, 6, 4, 4, 6, 7, 8, 11, 9, 6, 8, U
3, 3, 4, 2, 2, 7, 8, 6, 7, 6, 9, 9, 3, 9, 1, 8, U
9, 11, 9, 8, 6, 3, 8, 5, 8, 11, 10, 10, 3, 9, 2, 6, U
6, 10, 5, 5, 4, 8, 6, 4, 4, 7, 7, 7, 5, 7, 3, 7, U
4, 8, 5, 6, 3, 5, 8, 6, 7, 9, 7, 9, 3, 9, 3, 5, U
6, 9, 8, 8, 7, 7, 6, 5, 4, 6, 7, 8, 7, 8, 2, 7, U
4, 6, 6, 6, 5, 7, 6, 5, 4, 6, 6, 8, 4, 8, 1, 7, U
5, 10, 5, 7, 2, 7, 4, 15, 6, 7, 13, 8, 3, 9, 0, 8, U
4, 10, 6, 8, 10, 7, 7, 4, 4, 7, 6, 8, 11, 7, 8, 8, U
5, 7, 7, 5, 5, 8, 7, 8, 5, 6, 7, 9, 3, 8, 4, 6, U
4, 9, 5, 7, 4, 7, 6, 11, 4, 6, 13, 8, 3, 9, 0, 8, U
5, 9, 4, 4, 2, 7, 6, 4, 5, 4, 8, 7, 5, 8, 2, 7, U
7, 10, 8, 8, 5, 3, 8, 5, 7, 10, 10, 10, 3, 9, 2, 6, U
4, 3, 4, 2, 2, 5, 8, 5, 7, 10, 9, 9, 3, 9, 2, 6, U
3, 8, 5, 6, 2, 5, 8, 7, 8, 10, 10, 9, 3, 9, 1, 8, U
9, 11, 9, 8, 6, 3, 8, 5, 8, 10, 9, 10, 3, 9, 2, 6, U
3, 1, 4, 2, 2, 6, 9, 5, 6, 7, 9, 9, 3, 9, 1, 8, U
4, 7, 6, 6, 5, 7, 7, 4, 4, 6, 6, 9, 4, 8, 2, 9, U
6, 8, 7, 6, 3, 3, 9, 5, 8, 11, 11, 9, 3, 9, 2, 6, U
2, 6, 3, 4, 1, 7, 5, 13, 5, 7, 12, 8, 3, 9, 0, 8, U
4, 8, 5, 6, 2, 7, 3, 15, 6, 7, 13, 8, 3, 9, 0, 8, U
5, 10, 6, 8, 2, 7, 5, 13, 6, 8, 15, 8, 3, 9, 0, 8, U
6, 8, 7, 6, 3, 4, 8, 7, 8, 9, 9, 9, 3, 9, 3, 5, U
5, 9, 6, 7, 6, 8, 6, 8, 5, 7, 6, 9, 3, 8, 4, 6, U
6, 9, 6, 6, 4, 3, 9, 5, 6, 10, 10, 10, 3, 9, 2, 7, U
4, 5, 5, 4, 3, 5, 8, 6, 8, 10, 8, 9, 3, 9, 3, 6, U
7, 11, 9, 8, 8, 7, 6, 9, 6, 7, 6, 9, 6, 8, 7, 2, U
2, 4, 3, 3, 1, 7, 8, 7, 7, 8, 10, 7, 3, 9, 1, 8, U
4, 4, 5, 2, 2, 4, 8, 5, 7, 10, 9, 9, 3, 9, 2, 6, U
4, 5, 5, 4, 2, 4, 8, 5, 7, 11, 10, 9, 3, 9, 2, 6, U
3, 8, 5, 6, 3, 6, 8, 8, 9, 9, 9, 8, 3, 9, 1, 8, U
2, 3, 3, 2, 1, 4, 8, 4, 5, 11, 10, 9, 3, 9, 1, 6, U
5, 8, 5, 6, 2, 3, 11, 3, 4, 10, 12, 7, 2, 10, 1, 8, V
4, 11, 6, 8, 9, 7, 6, 5, 2, 8, 7, 9, 8, 10, 4, 9, V
5, 11, 8, 8, 5, 7, 12, 2, 3, 5, 10, 9, 4, 11, 2, 7, V
5, 10, 7, 7, 8, 8, 7, 5, 2, 8, 7, 8, 5, 10, 5, 8, V
8, 11, 8, 8, 4, 4, 12, 2, 4, 8, 11, 7, 6, 10, 1, 7, V
4, 9, 6, 7, 2, 7, 8, 4, 3, 7, 14, 8, 3, 9, 0, 8, V
10, 15, 9, 8, 5, 6, 9, 4, 4, 9, 8, 5, 5, 12, 3, 8, V
4, 9, 6, 7, 3, 6, 12, 3, 4, 8, 12, 8, 3, 10, 1, 9, V
3, 7, 5, 5, 2, 7, 12, 3, 4, 6, 12, 8, 2, 10, 1, 8, V
6, 12, 5, 7, 3, 7, 10, 6, 4, 9, 9, 5, 5, 12, 3, 8, V
4, 6, 5, 4, 2, 4, 12, 3, 3, 10, 11, 7, 2, 10, 1, 8, V
4, 7, 6, 5, 6, 7, 7, 4, 2, 8, 7, 8, 7, 10, 5, 7, V
3, 7, 5, 5, 1, 7, 8, 4, 2, 7, 14, 8, 3, 10, 0, 8, V
2, 6, 4, 4, 1, 8, 8, 4, 2, 6, 13, 8, 3, 10, 0, 8, V
5, 10, 5, 8, 3, 3, 11, 3, 4, 10, 12, 8, 2, 10, 1, 8, V
2, 0, 3, 1, 0, 7, 9, 4, 2, 7, 13, 8, 2, 10, 0, 8, V
3, 7, 5, 5, 3, 9, 11, 2, 2, 4, 10, 8, 2, 12, 1, 8, V
4, 10, 5, 8, 3, 5, 11, 3, 3, 9, 12, 9, 2, 10, 1, 8, V
8, 10, 7, 7, 4, 3, 12, 3, 3, 10, 11, 8, 3, 10, 1, 7, V
3, 7, 5, 5, 3, 7, 12, 2, 3, 6, 11, 9, 2, 11, 1, 8, V
2, 7, 4, 5, 1, 9, 8, 4, 2, 6, 13, 8, 3, 10, 0, 8, V
2, 1, 4, 2, 1, 7, 12, 3, 3, 7, 11, 8, 2, 10, 1, 8, V
3, 2, 5, 3, 2, 7, 12, 2, 3, 6, 11, 9, 3, 11, 1, 7, V
4, 8, 4, 6, 3, 4, 11, 2, 2, 9, 10, 8, 3, 12, 1, 8, V
3, 8, 5, 6, 6, 6, 6, 5, 2, 8, 8, 9, 5, 9, 5, 8, V
3, 5, 4, 4, 2, 5, 12, 2, 3, 8, 11, 7, 2, 11, 1, 8, V
2, 7, 4, 5, 1, 9, 8, 4, 2, 5, 13, 8, 3, 10, 0, 8, V
2, 1, 4, 3, 1, 5, 12, 3, 3, 9, 11, 8, 2, 10, 1, 8, V
6, 8, 6, 6, 4, 3, 12, 2, 3, 9, 11, 8, 4, 12, 1, 7, V
7, 12, 7, 7, 4, 7, 8, 4, 4, 7, 7, 6, 6, 12, 2, 9, V
2, 3, 4, 5, 1, 8, 8, 4, 2, 6, 13, 8, 3, 10, 0, 8, V
3, 3, 4, 2, 1, 4, 12, 3, 3, 9, 11, 7, 2, 11, 1, 8, V
1, 0, 2, 1, 0, 7, 9, 3, 2, 7, 12, 8, 2, 10, 0, 8, V
4, 10, 6, 7, 2, 9, 8, 4, 3, 6, 14, 8, 3, 10, 0, 8, V
3, 5, 6, 4, 2, 6, 13, 3, 3, 8, 11, 8, 3, 10, 1, 8, V
3, 4, 4, 3, 1, 5, 12, 3, 3, 9, 11, 7, 2, 10, 1, 8, V
6, 9, 4, 4, 2, 8, 10, 5, 4, 7, 10, 5, 4, 11, 3, 7, V
4, 5, 6, 4, 2, 4, 12, 3, 3, 10, 11, 7, 3, 10, 1, 7, V
3, 10, 5, 8, 2, 7, 8, 4, 3, 7, 14, 8, 3, 9, 0, 8, V
4, 8, 6, 6, 3, 7, 9, 4, 2, 7, 13, 8, 3, 10, 0, 8, V
5, 6, 5, 4, 2, 3, 12, 5, 4, 11, 11, 7, 3, 10, 1, 8, V
3, 5, 6, 7, 2, 6, 8, 4, 3, 7, 14, 8, 3, 9, 0, 8, V
4, 6, 6, 5, 6, 7, 7, 4, 4, 7, 6, 8, 6, 10, 7, 7, V
3, 4, 4, 3, 1, 4, 12, 3, 3, 9, 11, 7, 2, 11, 0, 8, V
5, 9, 5, 6, 3, 2, 11, 2, 3, 10, 11, 8, 2, 11, 1, 8, V
3, 3, 4, 2, 1, 4, 12, 3, 2, 10, 11, 7, 2, 11, 1, 8, V
3, 5, 4, 3, 1, 4, 12, 3, 3, 10, 11, 7, 2, 10, 1, 8, V
10, 13, 8, 7, 4, 8, 10, 5, 6, 6, 10, 5, 5, 12, 4, 7, V
3, 9, 5, 6, 1, 7, 8, 4, 3, 7, 14, 8, 3, 9, 0, 8, V
5, 9, 4, 4, 2, 9, 9, 5, 4, 5, 10, 6, 4, 11, 3, 5, V
5, 8, 7, 6, 5, 7, 12, 2, 1, 7, 10, 8, 5, 11, 6, 8, V
5, 10, 5, 8, 3, 3, 11, 5, 4, 12, 12, 8, 2, 10, 1, 8, V
2, 4, 3, 3, 1, 3, 12, 4, 3, 11, 11, 7, 2, 11, 1, 7, V
2, 3, 4, 4, 1, 7, 8, 4, 2, 7, 13, 8, 3, 10, 0, 8, V
3, 3, 4, 1, 1, 5, 13, 3, 2, 9, 11, 7, 2, 11, 1, 8, V
4, 10, 6, 8, 4, 8, 11, 2, 3, 4, 10, 9, 3, 11, 2, 8, V
5, 9, 5, 7, 2, 3, 12, 4, 4, 10, 12, 7, 3, 10, 1, 8, V
